"","Region","Site","hilo","Species","Neighborhood","tree.uniqueID","hegyi","simple_comp","BA","DBH","no","yes","post1","post2","diff","drought_fx","post1_fx","post2_fx"
"112","San Jac","sp","low","PP",1,"12pp1_10",0.501118565570682,43.9982100571059,1.3888165368,87.8,1.00481410765852,0.932121463604661,0.963174509857977,0.963174509857977,0.0726926440538543,0.0723443704659437,0.0414401006944162,0.0462542083529319
"113","San Jac","sp","low","PP",1,"12pp1_2",0.768903323049249,38.8296178139871,2.6030716404,50.5,1.02872067136127,0.814455302892894,0.95304082146355,0.95304082146355,0.214265368468379,0.208283331358403,0.0735669574886425,0.102287628849915
"114","San Jac","sp","low","PP",1,"12pp1_3",0.53794021973759,37.9785795134739,1.587261984,70.6,1.02598798479788,0.792625277144675,0.934770376446228,0.934770376446228,0.233362707653201,0.227451696424276,0.0889070921913554,0.114895076989231
"115","San Jac","sp","low","PP",2,"12pp2_1",0.518852672312602,49.3947744041597,1.9889171148,95.2,1.01850620279283,0.764654614555771,0.920716562373308,0.920716562373308,0.253851588237057,0.249239118564988,0.0960128079253449,0.114519010718173
"116","San Jac","sp","low","PP",2,"12pp2_2",2.13319391958153,100.47343361229,2.7108622926,47.1,1.01774959031027,0.81344871404116,1.00087565306378,1.00087565306378,0.204300876269113,0.200737861468291,0.0165796551599199,0.0343292454701932
"117","San Jac","sp","low","PP",2,"12pp2_21",8.04775691561676,153.71215708828,3.2046903966,19.1,1.01183290065872,0.826763771826448,1.04984629011585,1.04984629011585,0.185069128832274,0.182904834100365,-0.0375688410926129,-0.0257359404338906
"118","San Jac","sp","low","PP",2,"12pp2_7",2.92665675508082,76.9710726586256,1.9064532564,26.3,1.00647319362525,0.937351012932314,1.1313768552986,1.1313768552986,0.0691221806929367,0.0686776171792149,-0.124100336168372,-0.117627142543122
"119","San Jac","sp","low","PP",2,"12pp2_8",1.71389576535412,113.459899666443,2.4804094392,66.2,1.01951994891791,0.717626634576209,0.883034790223311,0.883034790223311,0.301893314341706,0.296113199807542,0.133871984397622,0.153391933315537
"120","San Jac","sp","low","PP",3,"12pp3_1",1.64007321906686,179.588017487821,4.7441285892,109.5,1.01799096130663,0.798141274250343,0.912575972376222,0.912575972376222,0.219849687056285,0.21596428201494,0.103551989101261,0.121542950407889
"121","San Jac","sp","low","PP",3,"12pp3_2",3.22367336521135,77.0457934285512,4.8891377766,23.9,0.975099555886142,1.18873366673881,1.12528554327871,1.12528554327871,-0.213634110852668,-0.219089537640619,-0.154021183258652,-0.17892162737251
"122","San Jac","sp","low","PP",3,"12pp3_3",0.92587860465205,85.7363587907799,4.2683057802,92.6,1.00739661139506,0.829019085687166,0.90272969055137,0.90272969055137,0.178377525707897,0.177067823824497,0.103898424572569,0.111295035967631
"123","SEKI","cm","low","AC",1,"4ac1_1",1.691966742216,140.433239603928,19.95697473,83,1.02340009688366,0.971806630677846,1.11852448289875,1.11852448289875,0.0515934662058133,0.0504137788953898,-0.0929493619404078,-0.0695492650567482
"124","SEKI","cm","low","AC",1,"4ac1_102",0.762767389582834,91.9897471836897,6.6745271208,120.6,0.996669611155473,1.00024380556098,0.923419910543356,0.923419910543356,-0.0035741944055071,-0.00358613763829261,0.0734944657610224,0.0701640769164958
"125","SEKI","cm","low","AC",1,"4ac1_105",2.78582893982489,127.033799656015,11.2967019396,45.6,1.0127455768721,0.891389165193024,1.03713636891682,1.03713636891682,0.121356411679072,0.119829120413329,-0.0240838297413805,-0.0113382528692847
"126","SEKI","cm","low","AC",1,"4ac1_2",3.0524001289185,125.148405285659,10.3870822902,41,0.998226975631698,0.962909507764816,0.87499081071434,0.87499081071434,0.0353174678668821,0.0353801978197718,0.123455053736023,0.121682029367721
"127","SEKI","cm","low","AC",2,"4ac2_1",1.38489024264366,75.6150072483436,3.651674103,54.6,0.976571559207922,1.03510954510632,1.03323865608709,1.03323865608709,-0.0585379858983941,-0.0599423414970973,-0.0580265689133257,-0.0814550097054032
